id,sentence,difficulty
378,Elle a publié plusieurs articles dans des revues académiques renommées.,C2
379,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
380,Elle a publié plusieurs articles dans des revues académiques renommées.,C2
381,Il est crucial de comprendre les dynamiques du marché international.,C2
382,Nous devons anticiper les tendances futures.,C2
383,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
384,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
385,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
386,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
387,Nous devons anticiper les tendances futures.,C2
388,Nous devons anticiper les tendances futures.,C2
389,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
390,Il est crucial de comprendre les dynamiques du marché international.,C2
391,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
392,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
393,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
394,Nous devons anticiper les tendances futures.,C2
395,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
396,Elle a publié plusieurs articles dans des revues académiques renommées.,C2
397,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
398,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
399,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
400,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
401,Nous devons anticiper les tendances futures.,C2
402,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
403,Nous devons anticiper les tendances futures.,C2
404,Les avancées technologiques transforment radicalement notre quotidien.,C2
405,Nous devons anticiper les tendances futures.,C2
406,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
407,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
408,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
409,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
410,Il est crucial de comprendre les dynamiques du marché international.,C2
411,Il est crucial de comprendre les dynamiques du marché international.,C2
412,Elle a publié plusieurs articles dans des revues académiques renommées.,C2
413,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
414,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
415,Nous devons anticiper les tendances futures.,C2
416,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
417,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
418,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
419,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
420,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
421,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
422,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
423,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
424,Il est crucial de comprendre les dynamiques du marché international.,C2
425,Elle a publié plusieurs articles dans des revues académiques renommées.,C2
426,Elle a publié plusieurs articles dans des revues académiques renommées.,C2
427,Nous devons anticiper les tendances futures.,C2
428,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
429,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
430,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
431,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
432,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
433,Nous devons anticiper les tendances futures.,C2
434,Il est crucial de comprendre les dynamiques du marché international.,C2
435,Les avancées technologiques transforment radicalement notre quotidien.,C2
436,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
437,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
438,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
439,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
440,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
441,Les avancées technologiques transforment radicalement notre quotidien.,C2
442,Elle a publié plusieurs articles dans des revues académiques renommées.,C2
443,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
444,Il est crucial de comprendre les dynamiques du marché international.,C2
445,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
446,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
447,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
448,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
449,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
450,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
451,La maîtrise des compétences linguistiques est fondamentale pour une communication efficace.,C2
452,Nous devons anticiper les tendances futures.,C2
453,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
454,Les avancées technologiques transforment radicalement notre quotidien.,C2
455,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
456,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
457,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
458,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
459,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
460,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
461,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
462,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
463,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
464,Les avancées technologiques transforment radicalement notre quotidien.,C2
465,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
466,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
467,Il est crucial de comprendre les dynamiques du marché international.,C2
468,Il est crucial de comprendre les dynamiques du marché international.,C2
469,Les avancées technologiques transforment radicalement notre quotidien.,C2
470,Les avancées technologiques transforment radicalement notre quotidien.,C2
471,Nous devons anticiper les tendances futures.,C2
472,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
473,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
474,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
475,Les avancées technologiques transforment radicalement notre quotidien.,C2
476,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
477,"Dans un monde en perpétuelle mutation, l'adaptabilité est une qualité indispensable.",C2
478,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
479,"Sur le sable, la mer haletait de toute la respiration de ses vagues.",C2
480,Les avancées technologiques transforment radicalement notre quotidien.,C2
481,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
482,Il est crucial de comprendre les dynamiques du marché international.,C2
483,Ils ont développé une théorie révolutionnaire dans leur domaine.,C2
484,La littérature classique offre une richesse inépuisable de perspectives culturelles.,C2
485,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
486,Les paradigmes scientifiques évoluent constamment au gré des découvertes.,C2
